,dsm,closest_1,img_url,img_url_comparable_product,product_description,LLM description1,ref,mdl_label,dpt_label,selling_price,ref_close1,mdl_label_close1,dpt_label_close1,selling_price_close1,dsm_code,sm_code_x,value,sm_code_close1,value_close1,LLM description
10,172316,173277,https://contents.mediadecathlon.com/p2700065/sq/2700065.jpg?f=400x400,https://contents.mediadecathlon.com/p2710166/sq/2710166.jpg?f=400x400,Going hiking or trekking and need to carry your poles easily and be sure they are built to last? This model is the most compact and sturdy in the range.,This product is good math if you are looking for a product which resist better.,8810536,1 POLE FORCLAZ 900,HIKING TREK GEA,35,8640551,1  POLE FORCLAZ 500 GREEN,HIKING TREK GEA,18,172316,172316,"Ultracompact folding system To set our thresholds, we have measured the stresses on the poles in the most demanding situations. During its development, each model undergoes laboratory tests that reproduce these stresses (compression, three-point bending, etc.) until it breaks. We also tests parts separately (tightening power, tearing, etc). Finally, these tests are regularly repeated in production to ensure a constant level of quality.  The outcome of a long development process with enthusiastic, demanding trekkers, we have created this durable pole to support you on your long hikes Going hiking or trekking and need to carry your poles easily and be sure they are built to last? This model is the most compact and sturdy in the range. Store the poles without tightening the adjustment system,  to avoid stress and retain their tightening power.
Store poles in a dry place. Our field testers.
As well as these laboratory tests, Théo, our test engineer, makes sure that each model also undergoes trials on standardised test terrain. They allow us to confirm comfort, ease of adjustment, vibrations, etc.
Finally, durability is also checked with a 550 km durability test mission in the Canaries and Pyrenees (GR10). None",173277,"To set our thresholds, we have measured the stresses on the poles in the most demanding situations. During its development, each model undergoes laboratory tests that reproduce these stresses (compression, three-point bending, etc.) until it breaks. We also tests parts separately (tightening power, tearing, etc). Finally, these tests are regularly repeated in production to ensure a constant level of quality. Store the baton in a dry place without tightening the adjusting systems, so that they are not strained and retain their clamping power.  An ultra-fast and precise adjustment system. Excellent compromise between ease of adjustment / light weight / comfort. It can be unfolded and folded in one movement. None Our field testers.
In addition to these laboratory tests, Théo, our trial engineer ensures that each model also passes the test on standardised test terrains. They enable us to confirm comfort, ease of adjustment, vibrations, etc.
Finally, durability is also confirmed with a durability test mission that can be up to 500 km long. Do not hang on your backpack during a storm.",This model is the most compact and sturdy in the range with an ultra-fast and precise adjustment system.
11,13369,13371,https://contents.mediadecathlon.com/p2598396/sq/2598396.jpg?f=400x400,https://contents.mediadecathlon.com/p445768/sq/445768.jpg?f=400x400,Our motivation? Offering you a very comfortable camping chair. It also has a built-in loose-woven backrest and 2 armrests. It is also light and folds up!,This product is good math if you are looking for a product which resist better.,8575886,CONFORT ARMCHAIR BROWN,CAMPING HIKING,45,8387483,CAMPING ARMCHAIR GREEN,CAMPING HIKING,40,13369,13369,"Comfortable | Folding | Mesh fabric Our partner laboratories, as well as our own, contribute to the innovation and development of our Quechua products.
Extensive analysis and experience means we can guarantee their technical features such as wind resistance and waterproof properties. Campers seeking a chair that is stable, comfortable and adjustable.  Sit at the table or relax in comfort on this folding camping chair with two armrests. It’s in France, at the foot of Mont Blanc, that our design team conceives, creates and designs the Quechua products. 
We test them in the field with other campers to make sure that they are comfortable and durable. Jura, Auvergne, the Alps, Provence, etc. We headed out onto as many different terrains as possible, in all weather conditions. Great conditions for discussion, which is precious to gain your feedback and anticipate new products! Our motivation? Offering you a very comfortable camping chair. It also has a built-in loose-woven backrest and 2 armrests. It is also light and folds up! Tested for a maximum weight of 110 kg.",13371,"Maximum comfort, compact size. Maximum load 110 kg   Our camper-designers designed this reclining Comfort armchair. Folding and comfortable for sitting and resting at a campsite. It’s in France, at the foot of Mont Blanc, that our design team conceives, creates and designs the Quechua products. 
We test them in the field with other campers to make sure that they are comfortable and durable. Jura, Auvergne, the Alps, Provence, etc. We headed out onto as many different terrains as possible, in all weather conditions. Great conditions for discussion, which is precious to gain your feedback and anticipate new products! Very comfortable | Reclining | Foldable | Compact  campers who want to sit very comfortably.",Reclining chair for a comfortable seat and rest.
12,X8589175,X8580598,https://contents.mediadecathlon.com/p1733501/sq/1733501.jpg?f=400x400,https://contents.mediadecathlon.com/p1697478/sq/1697478.jpg?f=400x400,"The Forerunner 45 is a GPS running smartwatch equipped with all the running features you need in a sleek, lightweight design.",This product is good math if you are looking for a product which resist better.,8589175,FORERUNNER 45 BLACK,SPORTS ACCESSOR,129,8580598,FORERUNNER 245 NOIRE GRISE,SPORTS ACCESSOR,199,X8589175,X8589175,"Designed for 5k and 10k runners  Garmin Coach training programmes   The Forerunner 45 is a GPS running smartwatch equipped with all the running features you need in a sleek, lightweight design. ",X8580598," Smart GPS running watch with functions  Designed for 10 km, half-marathon and marathon runners. None   It tracks your statistics, processes data and acquires all the information on your performance, your running technique, the history of your training sessions and even your objectives.","If you are looking for a watch with more functions and designed for 10 km, half-marathon and marathon runners, this watch is for you."
13,327586,300383,https://contents.mediadecathlon.com/p2463729/sq/2463729.jpg?f=400x400,https://contents.mediadecathlon.com/p2463639/sq/2463639.jpg?f=400x400,"The Kuikma PR190 has a round shape for better control, weighs between 320 g and +/- 7 g and has a low balance for better handling. Made from fibreglass and EVA foam.",This product is good math if you are looking for a product which resist better.,8601006,PR 190 ORANGE,PADEL BEACH TEN,35,8487609,PR 560 BLUE YELLOW,PADEL BEACH TEN,na,327586,327586,"Ease of handling It's best to carry and store your bat in a cover to protect it. The Kuikma PR190 has a round shape for better control, weighs between 320 g and +/- 7 g and has a low balance for better handling. Made from fibreglass and EVA foam. Our research centre is based in Spain and is specialised in design and engineering. Its role is to identify users' needs and feed them back to our design centre in France. 
The prototypes are tested on padel courts by users who represent that particular need. Their durability is then tested in the lab at our design centre. 
These tests mean that we can thoroughly check the quality of our products.
 Designed for beginner padel players looking for a lightweight racket with a large sweet spot for ultimate comfort.  ",300383,"Control and power.  Our research centre is based in Spain and is specialised in design and engineering. Its role is to identify users' needs and feed them back to our design centre in France. 
The prototypes are tested on padel courts by users who represent that particular need. Their durability is then tested in the lab at our design centre. 
These tests mean that we can thoroughly check the quality of our products.
 Designed for intermediate padel players looking for a versatile racket that strikes an optimal balance between power and control.   The PR 560 features a teardrop shape, weighs between 362 g and +/-7 g and has an even balance for better handling. Very forgiving with Full EVA technology and a fibreglass surface. None","If you are looking for a versatile racket that strikes an optimal balance between power and control, this teardrop-shaped racket with a fibreglass surface and Full EVA technology is a good choice."
14,324917,307116,https://contents.mediadecathlon.com/p2413160/sq/2413160.jpg?f=400x400,https://contents.mediadecathlon.com/p2413161/sq/2413161.jpg?f=400x400,The high protein content provides 24 g of protein per shake. Ideal for weight trainers who work out regularly and want to increase or maintain muscle mass.,This product is good math if you are looking for a product which resist better.,8584463,WHEY PROTEIN ISOLATE CHOCO 2.2 KG,NUTRITION AND C,na,8545095,"WHEY PROTEIN ISOLATE VANILLA 2,2 KG",NUTRITION AND C,na,324917,324917,"WHEY PROTEIN ISOLATE was developed by our passionate weight training team to help you reach your goals. Kidney or liver disease, pregnancy, and children under age 14 Economy size, 73 servings Flavour developed by flavour development specialists and approved by our testers. (More than 50 per product) Store in a cool, dry place.
Close tightly after use. The high protein content provides 24 g of protein per shake. Ideal for weight trainers who work out regularly and want to increase or maintain muscle mass. ",307116,"Store in a cool, dry place.
Close tightly after use. Kidney or liver disease, pregnancy, and children under age 14 WHEY PROTEIN ISOLATE was developed by our passionate weight training team to help you reach your goals. The high protein content provides 24 g of protein per shake. Ideal for weight trainers who work out regularly and want to increase or maintain muscle mass.  Flavour developed by flavour development specialists and approved by our testers. (More than 50 per product) Economy size, 73 servings","If you're looking for a larger size, product 2 is available in an economy size with 73 servings."
15,X8392689,X8594467,https://contents.mediadecathlon.com/p1147809/sq/1147809.jpg?f=400x400,https://contents.mediadecathlon.com/p1803285/sq/1803285.jpg?f=400x400,"Don't forget that the little details make a big difference: combine the white, blue and red ribbon colours with those of your sports club or country.",This product is good math if you are looking for a product which resist better.,8392689,RIBBON 22MM FRANCE NEDERLAND,SPORTS REWARDS,0.5,8594467,BLUE RIBBON 10MM,SPORTS REWARDS,0.3,X8392689,X8392689,"   Combine it with your colours!  This multicoloured ribbon helps to brighten up each medal ceremony Don't forget that the little details make a big difference: combine the white, blue and red ribbon colours with those of your sports club or country. rewarding athletes.",X8594467,  Don't forget that the little details make a big difference: This ribbon is bound to brighten up the medal it will be awarded with    This blue ribbon helps to brighten up each medal ceremony,"This blue ribbon helps to brighten up each medal ceremony, unlike the multicoloured ribbon."
16,X8392697,X8594467,https://contents.mediadecathlon.com/p1147816/sq/1147816.jpg?f=400x400,https://contents.mediadecathlon.com/p1803285/sq/1803285.jpg?f=400x400,Don't forget that the little details make a big difference: a ribbon with a snap hook for hanging a medal!,This product is good math if you are looking for a product which resist better.,8392697,RIBBON BLUE 22 MM,SPORTS REWARDS,0.5,8594467,BLUE RIBBON 10MM,SPORTS REWARDS,0.3,X8392697,X8392697,  Don't forget that the little details make a big difference: a ribbon with a snap hook for hanging a medal!  This plain colour is suitable for everyone  rewarding athletes. This multicoloured ribbon helps to brighten up each medal ceremony,X8594467,  Don't forget that the little details make a big difference: This ribbon is bound to brighten up the medal it will be awarded with    This blue ribbon helps to brighten up each medal ceremony,This ribbon is bound to brighten up the medal it will be awarded with.
17,327521,336851,https://contents.mediadecathlon.com/p1990725/sq/1990725.jpg?f=400x400,https://contents.mediadecathlon.com/p2191905/sq/2191905.jpg?f=400x400,"Synthetic punching bag for optimal resistance to regular training. Specially designed padding for optimal striking comfort, and 4 fabric straps for greater stability.",This product is good math if you are looking for a product which resist better.,8600730,PB 500 STRIKE,FIGHTING SPORTS,120,8664477,PB 120 STRAP,FIGHTING SPORTS,90,327521,327521,"120cm tall to work on low and high kicks. This product was tested and approved by our boxing teams under demanding conditions.  Synthetic punching bag for optimal resistance to regular training. Specially designed padding for optimal striking comfort, and 4 fabric straps for greater stability. Do not leave outdoors or in a damp room. Come try our products in your nearest Decathlon store.
 This punching bag can be used for all punching and kicking sports: kickboxing, savate boxing, etc. Never hit your bag with bare hands.",336851,"Durable fabric straps that prevent noise.  A punching bag made for boxers wishing to work on their striking technique at home.   The perfect punching bag for boxers wishing to work on their striking technique at home. Fabric padding, 20kg weight and 100cm tall.  Do not leave outdoors or in a damp room.",This punching bag is 100cm tall and has fabric padding.
18,304058,304565,https://contents.mediadecathlon.com/p1618460/sq/1618460.jpg?f=400x400,https://contents.mediadecathlon.com/p1800414/sq/1800414.jpg?f=400x400,Are you looking for a resilient football goal? We have made the SG 500 goal range out of steel. Size S is perfect for matches without goalkeepers.,This product is good math if you are looking for a product which resist better.,8767318,FOOTBALL GOAL SG500 S NAVY V2,SOCCER / FUTSAL,50,8773494,GOALS NG140S GOAL FBO,SOCCER / FUTSAL,28,304058,304058,"We have made the SG 500 range out of steel. Size S is perfect for matches without goalkeepers. Withstands footballers' strikes. Made for storing outdoors. Increase your net's lifespan by storing it in a dry place during winter Complies with ""on site goal checks"" standards.
Test specific to the Kipsta brand, which ensures longer lasting product lifespan with regards to wearing and rust.
Resistant to:
1- 10 000 ball impacts at an average speed of 50 km/h
2- very occasional 35 kg static load bearing with reversible crossbar loss of shape.
3- corrosion (orange rust) during 2 years of warranty 4- UV, with no deterioration in colour during 2 years of warranty. Are you looking for a resilient football goal? We have made the SG 500 goal range out of steel. Size S is perfect for matches without goalkeepers. None  ",304565,With real corners for football enthusiasts    Store your goal in a dry place to ensure it lasts longer. Do you want a goal that's easy to transport and adapts to any pitch? We used a clip-on corner system on the Kage so that it can be easily set up anywhere. Our design teams developed this goal cage for football fans looking to play with friends or family on all types of playing surface.,"If you want a goal that's easy to transport and adapts to any pitch, choose this product."
19,338704,X8651421,https://contents.mediadecathlon.com/p2141791/sq/2141791.jpg?f=400x400,https://contents.mediadecathlon.com/p1922999/sq/1922999.jpg?f=400x400,Looking for a virtual coach to help you train and for competitions? Kiprun's GPS watch with Coros technology has already been approved by major athletes.,This product is good math if you are looking for a product which resist better.,8736273,KIPRUN GPS 500 BY COROS BLACK,SPORTS ACCESSOR,139,8651421,PACE 2 SILICONE DARK NAVY,SPORTS ACCESSOR,199,338704,338704,"None Looking for a virtual coach to help you train and for competitions? Kiprun's GPS watch with Coros technology has already been approved by major athletes.     Our designers worked together with Coros to develop this multisports GPS watch that measures your running, swimming, cycling and triathlon movements. 25 hours of battery life in GPS mode",X8651421,"None The lightest GPS watch on the market! None For track run athletes reaching for a new personal best, COROS PACE 2 will be your ideal training partner for the long haul. None None None Designed for ultra demanding runners and travelers. The multisport watch Running, Trail running, Triathlons, Swimming....","The lightest GPS watch on the market! For track run athletes reaching for a new personal best, COROS PACE 2 will be your ideal training partner for the long haul."
20,X8806672,X8805382,https://contents.mediadecathlon.com/p2468104/sq/2468104.jpg?f=400x400,https://contents.mediadecathlon.com/p2467187/sq/2467187.jpg?f=400x400,The stars of the Champions League will align in Istanbul in 2023. The UCL League ball's sophisticated design is inspired by the official match ball used during the knockout stage.,This product is good math if you are looking for a product which resist better.,8806672,UCL SS23 TOP REPLIQUE BALL,SOCCER / FUTSAL,35,8805382,X.3 MG JR BLACK PINK SS23,SOCCER / FUTSAL,65,X8806672,X8806672,  The stars of the Champions League will align in Istanbul in 2023. The UCL League ball's sophisticated design is inspired by the official match ball used during the knockout stage. A seamless training and match ball that celebrates a magical connection!   FIFA Quality certified ball.,X8805382,  This kids' boot is designed for speed and agility on soft pitches. It has a lightweight upper and two additional studs.  Mind. Body. Boot. All connected in a heartbeat. Pull on the Adidas X Speedportal for perfect support when sprinting and changing direction.  Release your speed in all dimensions!,This kids' boot is designed for speed and agility on soft pitches.
21,145190,145208,https://contents.mediadecathlon.com/p2012462/sq/2012462.jpg?f=400x400,https://contents.mediadecathlon.com/p1666192/sq/1666192.jpg?f=400x400,"A simple 14"" bike for kids aged 3 to 5, with training wheels, a simple chainguard, lights and a bell.",This product is good math if you are looking for a product which resist better.,8378533,"14"""" BIKE ARCTIC 100",KID CYCLING AND,100,8371301,"14"""" BIKE ROBOT 500",KID CYCLING AND,140,145190,145190,"1, 2, 3, pedal! We've designed this 14"" bike to help children aged 3 to 5, from 90cm to 105cm tall, learn to pedal and cycle like the big kids. A simple 14"" bike for kids aged 3 to 5, with training wheels, a simple chainguard, lights and a bell.   Wear a cycling helmet.
Maximum user weight: 30kg Easy to mount.  Simple chain guard.  ",145208,"With a low step through, this bike with stabilisers makes it easy for your child to learn at their own pace.  
It's equipped with a chain guard and mudguards to protect from rubbing and dirt Wear a cycling helmet while riding. 1, 2, 3, pedal! We've designed this 14"" bike for children aged 3 to 4.5 years, measuring from 90 to 105 cm, learning to pedal and cycle like the big kids. Easy to mount.  Double guard and mudguard.    ","If you are looking for a bike with double guard and mudguard, this product could be a better choice."
22,182455,145208,https://contents.mediadecathlon.com/p1341696/sq/1341696.jpg?f=400x400,https://contents.mediadecathlon.com/p1666192/sq/1666192.jpg?f=400x400,"With a low step through, this bike with stabilisers makes it easy for your child to learn at their own pace. 
It's equipped with a chain guard and mudguards to protect from rubbing and dirt",This product is good math if you are looking for a product which resist better.,8402832,14'' BIKE MONSTERS 500,KID CYCLING AND,140,8371301,"14"""" BIKE ROBOT 500",KID CYCLING AND,140,182455,182455,"With a low step through, this bike with stabilisers makes it easy for your child to learn at their own pace. 
It's equipped with a chain guard and mudguards to protect from rubbing and dirt Wear a cycling helmet.
Maximum user weight: 30kg 1, 2, 3, pedal! We've designed this 14"" bike to help children aged 3 to 5, from 90cm to 105cm tall, learn to pedal and cycle like the big kids. Easy to mount. Double guard and mudguard.    ",145208,"With a low step through, this bike with stabilisers makes it easy for your child to learn at their own pace.  
It's equipped with a chain guard and mudguards to protect from rubbing and dirt Wear a cycling helmet while riding. 1, 2, 3, pedal! We've designed this 14"" bike for children aged 3 to 4.5 years, measuring from 90 to 105 cm, learning to pedal and cycle like the big kids. Easy to mount.  Double guard and mudguard.    ","This bike is designed for children aged 3 to 5, while the other is for children aged 3 to 4.5 years."
23,X8397246,X8582201,https://contents.mediadecathlon.com/p2482469/sq/2482469.jpg?f=400x400,https://contents.mediadecathlon.com/p1708319/sq/1708319.jpg?f=400x400,This pressurised Head padel ball is comfortable and durable. There are three tubes of balls in this pack.,This product is good math if you are looking for a product which resist better.,8397246,HEAD TRIPACK PADEL BALL,PADEL BEACH TEN,13,8582201,HEAD PADEL BALL PRO S,PADEL BEACH TEN,6,X8397246,X8397246,"The Artengo team recommends storing your balls in a dark, dry, well-ventilated place. advanced padel players  Bounce quality and resistance to wear.  padel players looking for a pressurised ball that's comfortable to play with in training and matches.  This pressurised Head padel ball is comfortable and durable. There are three tubes of balls in this pack. ",X8582201,"Speed, durability and accuracy. Play faster with the Head Padel Pro S. It was designed for padel-lovers who enjoy dynamic play.  We recommend storing your balls in a dark, dry, well-ventilated place.   High-performance core and an overall light weight for dynamic, accurate rallies. Excellent performance in slow playing climates (humid, cold or low altitude).","If you are looking for a high performance ball, this one is for you."
24,170813,12393,https://contents.mediadecathlon.com/p1955495/sq/1955495.jpg?f=400x400,https://contents.mediadecathlon.com/p2038575/sq/2038575.jpg?f=400x400,"Are you looking for a self-inflating and flat life jacket that will stay out of your way? Its ergonomic cut leaves you free to steer, hoist & winch!",This product is good math if you are looking for a product which resist better.,8660141,LIFE JACKET LJ150N COLO 2,SAILING WING SP,60,8641190,RÉARMING KIT UML NEW,SAILING WING SP,15,170813,170813,"Are you looking for a self-inflating and flat life jacket that will stay out of your way? Its ergonomic cut leaves you free to steer, hoist & winch!  Not suitable for professional use. Weight: from 40 to 130 kg Make the most of your regular inshore sessions (15 days a year or more) with this life jacket developed by our team of experienced sailors! Laboratory tested and approved according to the ISO 12402-3 standard To avoid unexpected inflation during storage, unscrew the gas cylinder and the inflation system; store in a dry place away from sunlight. Flat & flexible jacket that won't get in your way!",12393," Re-arming system intended for the LJ900 + harness and LJ900 light life vests.
Screw the black nozzle onto the end of the system attached to the vest. Green indicator for manual activation. UML 5 system compatible. Very high exposure to moisture can trigger inflation re-arm LJ900 self-inflating vests. Store away from moisture to avoid accidental triggering. replenish tribord inflatable jackets with UML system. ","Looking for a re-arming system for your inflatable life jacket? Look no further! Our product is designed for LJ900 + harness and LJ900 light life vests, and is compatible with the UML 5 system. With a green indicator for manual activation, it's easy to use and ensures your life jacket is always ready for action. Avoid accidental triggering by storing it away from moisture."
